MCC,noga4,noga3,noga2,our_code,our_category,Description,General Merchant Category Codes,Valid Payment Brand(s)
3405,7711;4932,771,77,TS,Transport Services,Enterprise Rent-A-Car,Car Rental,"V, M"
3400,7711;4932,771,77,TS,Transport Services,Auto Host Rental Cars,Car Rental,"V, M"
3398,7711;4932,771,77,TS,Transport Services,Econo-Car Rent-A-Car,Car Rental,"V, M"
3396,7711;4932,771,77,TS,Transport Services,Tilden Rent-A-Car,Car Rental,"V, M"
3395,7711;4932,771,77,TS,Transport Services,Thrifty Car Rental,Car Rental,"V, M"
3394,7711;4932,771,77,TS,Transport Services,Kemwell Group,Car Rental,"V, M"
3393,7711;4932,771,77,TS,Transport Services,National Car Rental,Car Rental,"V, M"
3391,7711;4932,771,77,TS,Transport Services,Europe By Car,Car Rental,"V, M"
3390,7711;4932,771,77,TS,Transport Services,Dollar Rent-A-Car,Car Rental,"V, M"
3389,7711;4932,771,77,TS,Transport Services,Avis Rent-A-Car,Car Rental,"V, M"
3388,7711;4932,771,77,TS,Transport Services,Merchants Rent-A-Car,Car Rental,"V, M"
3387,7711;4932,771,77,TS,Transport Services,Alamo Rent-A-Car,Car Rental,"V, M"
3386,7711;4932,771,77,TS,Transport Services,Showcase Rental Cars,Car Rental,"V, M"
3385,7711;4932,771,77,TS,Transport Services,Tropical Rent-A-Car,Car Rental,"V, M"
3381,7711;4932,771,77,TS,Transport Services,Europcar,Car Rental,"V, M"
3380,7711;4932,771,77,TS,Transport Services,Triangle Rent-A-Car,Car Rental,"V, M"
3376,7711;4932,771,77,TS,Transport Services,Ajax Rent-A-Car,Car Rental,"V, M"
3374,7711;4932,771,77,TS,Transport Services,Accent Rent-A-Car,Car Rental,"V, M"
3370,7711;4932,771,77,TS,Transport Services,Rent-A-Wreck,Car Rental,"V, M"
3368,7711;4932,771,77,TS,Transport Services,Holiday Rent-A-Car,Car Rental,"V, M"
3366,7711;4932,771,77,TS,Transport Services,Budget Rent-A-Car,Car Rental,"V, M"
3364,7711;4932,771,77,TS,Transport Services,Agency Rent-A-Car,Car Rental,"V, M"
3362,7711;4932,771,77,TS,Transport Services,Altra Auto Rental,Car Rental,"V, M"
3361,7711;4932,771,77,TS,Transport Services,Airways,Car Rental,"V, M"
3360,7711;4932,771,77,TS,Transport Services,Snappy Car Rental,Car Rental,"V, M"
3359,7711;4932,771,77,TS,Transport Services,Payless Car Rental,Car Rental,"V, M"
3357,7711;4932,771,77,TS,Transport Services,Hertz,Car Rental,"V, M"
3355,7711;4932,771,77,TS,Transport Services,Sixt Car Rental,Car Rental,"V, M"
3354,7711;4932,771,77,TS,Transport Services,Action Auto Rental,Car Rental,"V, M"
3353,7711;4932,771,77,TS,Transport Services,Brooks Rent-A-Car,Car Rental,"V, M"
3352,7711;4932,771,77,TS,Transport Services,American International,Car Rental,"V, M"
3351,7711;4932,771,77,TS,Transport Services,Affiliated Auto Rental,Car Rental,"V, M"
3299,5110,511,51,TS,Transport Services,Wideroes Flyveselskap,Airlines,"V, M"
3298,5110,511,51,TS,Transport Services,Air Mauritius,Airlines,"V, M"
3297,5110,511,51,TS,Transport Services,Tarom Romanian Air Transport,Airlines,"V, M"
3296,5110,511,51,TS,Transport Services,Air Berlin,Airlines,"V, M"
3295,5110,511,51,TS,Transport Services,Kenya Airways,Airlines,"V, M"
3294,5110,511,51,TS,Transport Services,Ethiopian Airlines,Airlines,"V, M"
3293,5110,511,51,TS,Transport Services,Ecuatoriana,Airlines,"V, M"
3292,5110,511,51,TS,Transport Services,Cyprus Airways,Airlines,"V, M"
3287,5110,511,51,TS,Transport Services,Aero Coach Aviation,Airlines,"V, M"
3286,5110,511,51,TS,Transport Services,Aero Nicaraguensis,Airlines,"V, M"
3285,5110,511,51,TS,Transport Services,Aero Peru,Airlines,"V, M"
3282,5110,511,51,TS,Transport Services,Air Djibouti,Airlines,"V, M"
3280,5110,511,51,TS,Transport Services,Air Jamaica,Airlines,"V, M"
3267,5110,511,51,TS,Transport Services,Air Panama International,Airlines,"V, M"
3266,5110,511,51,TS,Transport Services,Air Seychelles,Airlines,"V, M"
3263,5110,511,51,TS,Transport Services,Aero Servicio Carabobo,Airlines,"V, M"
3261,5110,511,51,TS,Transport Services,Air China,Airlines,"V, M"
3260,5110,511,51,TS,Transport Services,Spirit Airlines,Airlines,"V, M"
3256,5110,511,51,TS,Transport Services,Alaska Airlines Inc.,Airlines,"V, M"
3253,5110,511,51,TS,Transport Services,America West,Airlines,M
3252,5110,511,51,TS,Transport Services,Antilean Airlines (ALM),Airlines,"V, M"
3248,5110,511,51,TS,Transport Services,Tam Airlines,Airlines,"V, M"
3247,5110,511,51,TS,Transport Services,Gol Airlines,Airlines,"V, M"
3246,5110,511,51,TS,Transport Services,Ryanair,Airlines,"V, M"
3245,5110,511,51,TS,Transport Services,Easyjet Air,Airlines,"V, M"
3243,5110,511,51,TS,Transport Services,Austrian Air Service,Airlines,"V, M"
3242,5110,511,51,TS,Transport Services,Avensa,Airlines,"V, M"
3241,5110,511,51,TS,Transport Services,Aviateca,Airlines,"V, M"
3240,5110,511,51,TS,Transport Services,Bahamasair,Airlines,"V, M"
3239,5110,511,51,TS,Transport Services,Bar Harbor Airlines,Airlines,"V, M"
3236,5110,511,51,TS,Transport Services,Air Arabia Airline,Airlines,"V, M"
3234,5110,511,51,TS,Transport Services,Caribbean Airlines,Airlines,"V, M"
3231,5110,511,51,TS,Transport Services,"SAHSA (Servicio Aero De
Honduras)",Airlines,"V, M"
3229,5110,511,51,TS,Transport Services,"SAETA (Sociedad Ecuatorianos
De Transportes Aereos)",Airlines,"V, M"
3228,5110,511,51,TS,Transport Services,Cayman Airways,Airlines,"V, M"
3226,5110,511,51,TS,Transport Services,Skyways,Airlines,"V, M"
3223,5110,511,51,TS,Transport Services,Comair,Airlines,"V, M"
3222,5110,511,51,TS,Transport Services,Command Airways,Airlines,"V, M"
3221,5110,511,51,TS,Transport Services,Transportes Aeros Militares,Airlines,"V, M"
3220,5110,511,51,TS,Transport Services,Compania Faucett,Airlines,"V, M"
3219,5110,511,51,TS,Transport Services,"Compania Panamena De Aviacion
(COPA)",Airlines,"V, M"
3217,5110,511,51,TS,Transport Services,Ceskoslovenske Aerolinie (CSA),Airlines,"V, M"
3213,5110,511,51,TS,Transport Services,Malmo Aviation,Airlines,"V, M"
3212,5110,511,51,TS,Transport Services,Dominicana De Aviacion,Airlines,"V, M"
3211,5110,511,51,TS,Transport Services,Norwegian Air Shuttle,Airlines,"V, M"
3206,5110,511,51,TS,Transport Services,China Eastern Airlines,Airlines,"V, M"
3204,5110,511,51,TS,Transport Services,Freedom Airlines,Airlines,"V, M"
3200,5110,511,51,TS,Transport Services,Guyana Airways,Airlines,"V, M"
3197,5110,511,51,TS,Transport Services,Havasu Airlines,Airlines,"V, M"
3196,5110,511,51,TS,Transport Services,Hawaiian Air,Airlines,"V, M"
3193,5110,511,51,TS,Transport Services,Indian Airlines,Airlines,"V, M"
3191,5110,511,51,TS,Transport Services,Island Airlines,Airlines,"V, M"
3190,5110,511,51,TS,Transport Services,Jugoslav Air,Airlines,"V, M"
3188,5110,511,51,TS,Transport Services,Virgin Express,Airlines,"V, M"
3187,5110,511,51,TS,Transport Services,LACSA (Costa Rica),Airlines,"V, M"
3186,5110,511,51,TS,Transport Services,Lineas Aereas Paraguayas (LAP),Airlines,"V, M"
3185,5110,511,51,TS,Transport Services,"Linea Aeropostal Venezolana
(LAV)",Airlines,"V, M"
3184,5110,511,51,TS,Transport Services,LIAT,Airlines,"V, M"
3183,5110,511,51,TS,Transport Services,Oman Air,Airlines,"V, M"
3182,5110,511,51,TS,Transport Services,LOT (Polish Airlines),Airlines,"V, M"
3181,5110,511,51,TS,Transport Services,Malev,Airlines,"V, M"
3180,5110,511,51,TS,Transport Services,Westjet Airlines,Airlines,"V, M"
3178,5110,511,51,TS,Transport Services,Mesa Air,Airlines,"V, M"
3177,5110,511,51,TS,Transport Services,AirTran Airways,Airlines,"V, M"
3175,5110,511,51,TS,Transport Services,Middle East Air,Airlines,"V, M"
3174,5110,511,51,TS,Transport Services,Jetblue Airways,Airlines,"V, M"
3172,5110,511,51,TS,Transport Services,Nationair,Airlines,"V, M"
3171,5110,511,51,TS,Transport Services,Canadian Airlines International,Airlines,"V, M"
3167,5110,511,51,TS,Transport Services,Aero Continente,Airlines,"V, M"
3164,5110,511,51,TS,Transport Services,Norontair,Airlines,"V, M"
3161,5110,511,51,TS,Transport Services,All Nipon Airways,Airlines,"V, M"
3159,5110,511,51,TS,Transport Services,Provincetown-Boston Airways,Airlines,"V, M"
3156,5110,511,51,TS,Transport Services,Go Fly Ltd.,Airlines,"V, M"
3151,5110,511,51,TS,Transport Services,Air Zaire,Airlines,"V, M"
3148,5110,511,51,TS,Transport Services,Air Littoral S.A.,Airlines,"V, M"
3146,5110,511,51,TS,Transport Services,Luxair,Airlines,"V, M"
3144,5110,511,51,TS,Transport Services,Virgin Atlantic,Airlines,"V, M"
3136,5110,511,51,TS,Transport Services,Qatar Airways,Airlines,"V, M"
3132,5110,511,51,TS,Transport Services,Frontier Airlines,Airlines,"V, M"
3131,5110,511,51,TS,Transport Services,VLM Airlines,Airlines,"V, M"
3130,5110,511,51,TS,Transport Services,Sunworld International,Airlines,"V, M"
3129,5110,511,51,TS,Transport Services,Surinam Airways,Airlines,"V, M"
3127,5110,511,51,TS,Transport Services,Taca International,Airlines,"V, M"
3125,5110,511,51,TS,Transport Services,Tan Sahsa,Airlines,"V, M"
3118,5110,511,51,TS,Transport Services,Valley Airlines,Airlines,"V, M"
3117,5110,511,51,TS,Transport Services,"Venezolana International De
Aviacion",Airlines,"V, M"
3115,5110,511,51,TS,Transport Services,Tower Air,Airlines,"V, M"
3112,5110,511,51,TS,Transport Services,Windward Island,Airlines,"V, M"
3111,5110,511,51,TS,Transport Services,British Midland,Airlines,"V, M"
3106,5110,511,51,TS,Transport Services,Braathens S.A.F.E.,Airlines,"V, M"
3103,5110,511,51,TS,Transport Services,Garuda,Airlines,"V, M"
3102,5110,511,51,TS,Transport Services,Iberia,Airlines,"V, M"
3100,5110,511,51,TS,Transport Services,Malaysian Airline System,Airlines,"V, M"
3099,5110,511,51,TS,Transport Services,Cathay Pacific,Airlines,"V, M"
3098,5110,511,51,TS,Transport Services,Asiana Airlines,Airlines,"V, M"
3097,5110,511,51,TS,Transport Services,Spanair,Airlines,"V, M"
3096,5110,511,51,TS,Transport Services,Air Zimbabwe Corp,Airlines,"V, M"
3094,5110,511,51,TS,Transport Services,Zambia Airways,Airlines,"V, M"
3090,5110,511,51,TS,Transport Services,Uni Airways Corporation,Airlines,"V, M"
3089,5110,511,51,TS,Transport Services,Transaero,Airlines,"V, M"
3088,5110,511,51,TS,Transport Services,Croatia Air,Airlines,"V, M"
3087,5110,511,51,TS,Transport Services,Metro Airlines,Airlines,"V, M"
3085,5110,511,51,TS,Transport Services,Midwest Express Airlines,Airlines,"V, M"
3084,5110,511,51,TS,Transport Services,Eva Airways,Airlines,"V, M"
3083,5110,511,51,TS,Transport Services,Air Afrique,Airlines,"V, M"
3082,5110,511,51,TS,Transport Services,Korean Airlines,Airlines,"V, M"
3079,5110,511,51,TS,Transport Services,Jetstar Airways,Airlines,"V, M"
3078,5110,511,51,TS,Transport Services,China Airlines,Airlines,"V, M"
3077,5110,511,51,TS,Transport Services,Thai Airways,Airlines,"V, M"
3076,5110,511,51,TS,Transport Services,Aeromexico,Airlines,"V, M"
3075,5110,511,51,TS,Transport Services,Singapore Airlines,Airlines,"V, M"
3072,5110,511,51,TS,Transport Services,Cebu Pacific Airlines,Airlines,"V, M"
3071,5110,511,51,TS,Transport Services,Air British Columbia,Airlines,"V, M"
3069,5110,511,51,TS,Transport Services,Sun Country Airlines,Airlines,"V, M"
3068,5110,511,51,TS,Transport Services,Air Astana,Airlines,"V, M"
3067,5110,511,51,TS,Transport Services,Vanguard Airlines,Airlines,"V, M"
3066,5110,511,51,TS,Transport Services,Southwest Airlines,Airlines,"V, M"
3065,5110,511,51,TS,Transport Services,Airinter,Airlines,"V, M"
3064,5110,511,51,TS,Transport Services,Adria Airways,Airlines,"V, M"
3063,5110,511,51,TS,Transport Services,US Airways,Airlines,"V, M"
3062,5110,511,51,TS,Transport Services,Hapag-Lloyd Express,Airlines,"V, M"
3061,5110,511,51,TS,Transport Services,Continental,Airlines,"V, M"
3060,5110,511,51,TS,Transport Services,Northwest Airlines,Airlines,"V, M"
3059,5110,511,51,TS,Transport Services,DBA Airline,Airlines,"V, M"
3058,5110,511,51,TS,Transport Services,Delta,Airlines,"V, M"
3057,5110,511,51,TS,Transport Services,Virgin America,Airlines,"V, M"
3056,5110,511,51,TS,Transport Services,Jet Airways,Airlines,"V, M"
3055,5110,511,51,TS,Transport Services,Lloyd Aero Boliviano (LAB),Airlines,"V, M"
3054,5110,511,51,TS,Transport Services,Linea Aerea Del Cobre (LADECO),Airlines,"V, M"
3053,5110,511,51,TS,Transport Services,Aviacion Y Comercio (AVIACO),Airlines,"V, M"
3052,5110,511,51,TS,Transport Services,LAN Airlines,Airlines,"V, M"
3051,5110,511,51,TS,Transport Services,Austrian Airlines,Airlines,"V, M"
3050,5110,511,51,TS,Transport Services,Icelandair,Airlines,"V, M"
3049,5110,511,51,TS,Transport Services,Tunis Air,Airlines,"V, M"
3048,5110,511,51,TS,Transport Services,Royal Air Maroc,Airlines,"V, M"
3047,5110,511,51,TS,Transport Services,Turk Hava Yollari,Airlines,"V, M"
3046,5110,511,51,TS,Transport Services,Cruzeiro Do Sul,Airlines,"V, M"
3045,5110,511,51,TS,Transport Services,Nigeria Airways,Airlines,"V, M"
3044,5110,511,51,TS,Transport Services,Air Lanka,Airlines,"V, M"
3043,5110,511,51,TS,Transport Services,Aer Lingus,Airlines,"V, M"
3042,5110,511,51,TS,Transport Services,Finnair,Airlines,"V, M"
3041,5110,511,51,TS,Transport Services,Balkan-Bulgarian Airlines,Airlines,"V, M"
3040,5110,511,51,TS,Transport Services,Gulf Air (Bahrain),Airlines,"V, M"
3039,5110,511,51,TS,Transport Services,Avianca,Airlines,"V, M"
3038,5110,511,51,TS,Transport Services,Kuwait Airways,Airlines,"V, M"
3037,5110,511,51,TS,Transport Services,Egyptair,Airlines,"V, M"
3036,5110,511,51,TS,Transport Services,Viacao Aerea Sao Pãulo (VASP),Airlines,"V, M"
3035,5110,511,51,TS,Transport Services,TAP Air Portugal (TAP),Airlines,"V, M"
3034,5110,511,51,TS,Transport Services,Etihadair,Airlines,"V, M"
3033,5110,511,51,TS,Transport Services,Ansett Airlines,Airlines,"V, M"
3032,5110,511,51,TS,Transport Services,El Al,Airlines,"V, M"
3031,5110,511,51,TS,Transport Services,Olympic Airways,Airlines,"V, M"
3030,5110,511,51,TS,Transport Services,Aerolineas Argentinas,Airlines,"V, M"
3029,5110,511,51,TS,Transport Services,SN Brussels Airlines,Airlines,"V, M"
3028,5110,511,51,TS,Transport Services,Air Malta,Airlines,"V, M"
3027,5110,511,51,TS,Transport Services,"Union De Transports Aeriens
(UTA/interair)",Airlines,"V, M"
3026,5110,511,51,TS,Transport Services,Emirates Airlines,Airlines,"V, M"
3025,5110,511,51,TS,Transport Services,"Air New Zealand Ltd.
International",Airlines,"V, M"
3024,5110,511,51,TS,Transport Services,Pakistan International,Airlines,"V, M"
3023,5110,511,51,TS,Transport Services,Mexicana,Airlines,"V, M"
3022,5110,511,51,TS,Transport Services,Philippine Airlines,Airlines,"V, M"
3021,5110,511,51,TS,Transport Services,Air Algerie,Airlines,"V, M"
3020,5110,511,51,TS,Transport Services,Air India,Airlines,"V, M"
3018,5110,511,51,TS,Transport Services,Varig,Airlines,"V, M"
3017,5110,511,51,TS,Transport Services,South African Airways,Airlines,"V, M"
3016,5110,511,51,TS,Transport Services,Scandinavian Airline System (SAS),Airlines,"V, M"
3015,5110,511,51,TS,Transport Services,Swiss International Air Lines,Airlines,"V, M"
3014,5110,511,51,TS,Transport Services,Saudi Arabian Airlines,Airlines,"V, M"
3013,5110,511,51,TS,Transport Services,Alitalia,Airlines,"V, M"
3012,5110,511,51,TS,Transport Services,Qantas,Airlines,"V, M"
3011,5110,511,51,TS,Transport Services,Aeroflot,Airlines,"V, M"
3010,5110,511,51,TS,Transport Services,Royal Dutch Airlines (KLM Airlines),Airlines,"V, M"
3009,5110,511,51,TS,Transport Services,Air Canada,Airlines,"V, M"
3008,5110,511,51,TS,Transport Services,Lufthansa German Airlines,Airlines,"V, M"
3007,5110,511,51,TS,Transport Services,Air France,Airlines,"V, M"
3006,5110,511,51,TS,Transport Services,Japan Air Lines,Airlines,"V, M"
3005,5110,511,51,TS,Transport Services,British Airways,Airlines,"V, M"
3004,5110,511,51,TS,Transport Services,Dragon Airlines,Airlines,"V, M"
3003,5110,511,51,TS,Transport Services,Eurofly,Airlines,"V, M"
3002,5110,511,51,TS,Transport Services,Pan American,Airlines,"V, M"
3001,5110,511,51,TS,Transport Services,American Airlines,Airlines,"V, M"
3000,5110,511,51,TS,Transport Services,United Airlines,Airlines,"V, M"
2842,2041,204,20,999,Other,"Sanitation, Polishing and Specialty Cleaning
Preparations",Contracted Services,"V, M"
2791,1813,181,18,999,Other,"Typesetting, Plate Making and Related Services",Contracted Services,"V, M"
2741,5811;5812;5813;5819;5821;5829;8219;1723;1811;1812,581,58,PRS,Professional Services,Miscellaneous Publishing and Printing,Contracted Services,"V, M"
1799,4399,439,43,999,Other,"Contractors, Special Trade Contractors–not
elsewhere classified",Contracted Services,"V, M"
1771,2361;2363;2369,236,23,999,Other,Concrete Work Contractors,Contracted Services,"V, M"
1761,4391,439,43,999,Other,"Roofing and Siding, Sheet Metal Work Contractors",Contracted Services,"V, M"
1750,4391,439,43,999,Other,Carpentry Contractors,Contracted Services,"V, M"
1740,4329;4331;4399;4333,432,43,999,Other,"Insulation, Masonry, Plastering, Stonework and Tile
Setting Contractors",Contracted Services,"V, M"
1731,4643;4754;4742;4743,464,46,999,Other,Electrical Contractors,Contracted Services,"V, M"
1711,4322,432,43,999,Other,"Air Conditioning, Heating and Plumbing Contractors",Contracted Services,"V, M"
1520,4120,412,41,999,Other,General Contractors–Residential and Commercial,Contracted Services,"V, M"
780,8130,813,81,PRS,Professional Services,Horticultural and Landscaping Services,Agricultural Services,"V, M"
763,4611;4621;4661;4776;7731,461,46,999,Other,Agricultural Cooperatives,Agricultural Services,"V, M"
